CLMANT_TXT,CNTNTN_CLSFCN_ID,SPECL_ISSUE_TYPE_CD,PERSON_SPECL_STATUS_TYPE_NM,
BILATERAL NEUROPATHY,9006,,,
"ANXIETY DISORDER,",8989,,,
DEGENERATIVE ARTHRITIS OF THE,8992,,,
ENTITLEMENT TO SERVICE CONNECTION FOR INDIVIDUAL UNEMPLOYABILITY,6990,,,
GERDS,8968,,,
MELLITUS TYPE II,8973,,,
NOISE EXPOSURE,3140,,,
RIGHT SHOLDER,9002,,,
GUM DISEASE,8967,,,
A-FIB,8979,,,
KNEE SURGERY,8997,,,
SINUSITIS CONDITION,9012,,,
ANIEXTY,8989,,,
ANXIETY DISORDER (NOS),8989,,,
DIABETS,8973,,,
LOWER BACK - INCREASE,8998,,,
"MENTAL HEALTH CONDITIONS, SEE ATTACHED",8989,,,
TINNITUS - IN SERVICE,3140,,,
TINNITUS (RINGING IN EAR),3140,,,
TINNITUS (RINGING),3140,,,
1151 CLAIM,8925,,,
TEETH CONDITION,8967,,,
CONSTANT TINNITUS,8969,,,
B/L ANKLE CONDITION,8991,,,
RIGHT ELBOW TENDONITIS,8993,,,
HEEL SPURS,8994,,,
ANKYLOSING SPONDYLITIS,8998,,,
(R) ANKLE,8991,,,
AND DEPRESSION,8989,,,
BILATERAL KNEE CONDITION (INCREASE),8997,,,
BILATERAL TINNITUS DUE TO MOS,3140,,,
"DIABETES MELLITUS,",8973,,,
INCREASE - BILATERAL HEARING LOSS,3140,,,
PERIPHERAL NEUROPATHY LEFT,9006,,,
S/C DEPRESSION,8989,,,
S/C LOWER BACK,8998,,,
"TINNITUS, NEW",3140,,,
PINGUECULA,8949,,,
GASTROINTESTINAL PROBLEMS,8968,,,
STOMACH ULCER,8968,,,
UTERINE FIBROIDS,8978,,,
ALCHOLISM,8989,,,
MEMORY ISSUES,8989,,,
ATYPICAL CHEST PAIN,9005,,,
CARPAL TUNNEL RIGHT WRIST,9006,,,
ATTENDANCE,9017,,,
BILATERAL HEARING LOSS - (ACOUSTICAL TRAUMA),3140,,,
DEPRESSOIN,8989,,,
HEARING LOSS-CLAIM FOR INCREASE,3140,,,
HEARINGL OSS,3140,,,
INCREASE ALLERGIC RHINITIS,9012,,,
INCREASE FOR HYPERTENSION,8979,,,
INCREASE HEMORRHOIDS,8968,,,
R EAR HEARING LOSS,3140,,,
HEARING LOSS WITH TINNITUS,3140,,,
HEARING PROBLEM,3140,,,
TESTICULAR PAIN,8975,,,
SLEEPING ISSUES,8989,,,
ELBOW,8993,,,
ESSENTIAL TREMORS,9006,,,
DERMATOPHYTOSIS TINEA PEDIS,9016,,,
ALLERGIC RHINITIS INCREASE,9012,,,
B/ FOOT CONDITION,8994,,,
HEARING LOSS- INCREASE,3140,,,
"LEFT ANKLE,",8991,,,
LUMBAR STRAIN (INCREASE),8998,,,
TINNITUS (INCREASE),3140,,,
HEAIRNG LOSS,3140,,,
FLAT FEET BILATERAL,8994,,,
BILATERAL HIP CONDITIONS,8996,,,
LEFT KNEE DISABILITY,8997,,,
RIGHT SHOULDER ROTATOR CUFF,9002,,,
BILATERAL WRISTS,9004,,,
BACK CONDITION-INITIAL,8998,,,
BILATERAL HEARING LOSS -,3140,,,
ENTITLEMENT TO IU,6990,,,
PROSTATE CANCER DUE TO,8935,,,
RING IN EARS,3140,,,
SC LOWER BACK,8998,,,
SLEEP DYSFUNCTION/DISORDER,8989,,,
TINNITUS BATTLE NOISE,3140,,,
INGROWN TOENAILS,8925,,,
SLEEP,8925,,,
EYE PROBLEM,8974,,,
DIFFICULTY SLEEPING,8989,,,
MEMORY,8989,,,
SLEEP LOSS,8989,,,
BILATERAL HALLUX VALGUS,8994,,,
BILATERAL PLANTAR FACIITIS,8994,,,
BUNIONS,8994,,,
LUMBAR DDD,8998,,,
LUMBAR INJURY,8998,,,
HEADACHES SECONDARY TO TBI,9007,,,
"FIBROMYALGIA,",8976,,,
HEARING LOSS-SERVICE CONNECTED,3140,,,
INCREASE ASTHMA,9012,,,
INCREASE CORONARY ARTERY DISEASE,8979,,,
MELLITUS,8973,,,
NEW - BILATERAL HEARING LOSS,3140,,,
SC LEFT KNEE,8997,,,
TINNITUS (S/C),3140,,,
PERIODONTAL DISEASE,8967,,,
ESOPHAGITIS,8968,,,
EXTERNAL HEMORRHOIDS,8968,,,
VENTRAL HERNIA,8968,,,
PELVIC PAIN,8996,,,
RIGHT SHOULDER TENDONITIS,9002,,,
BELL'S PALSY,9006,,,
DIABETIC NEPHROPATHY,9006,,,
PERIPHERAL NEUROPATHY RIGHT LOWER EXTREMITY,9006,,,
BILATERAL TINNITUS (NEW),3140,,,
HBP/HYPERTENSION,8979,,,
HYPERTENSION/HBP,8979,,,
INCREASE SINUSITIS,9012,,,
R SHOULDER STRAIN,9002,,,
SC^ L-SPINE,8998,,,
TINNITUS-INCREASE,3140,,,
BI HEARING LOSS,3140,,,
BILATERAL SENSORINEURAL HEARING LOSS,3140,,,
HEARING LOSS (LEFT EAR),3140,,,
TINNIUTS,3140,,,
PANIC ATTACK,8989,,,
BROKEN RIGHT HAND,8995,,,
OSTEOARTHRITIS RIGHT KNEE,8997,,,
MYASTHENIA GRAVIS,9006,,,
BL FOOT CONDITION,8994,,,
INCREASED HEARING LOSS,3140,,,
LUMBAR SPINE (INCREASE),8998,,,
TINNITUS (RE-OPEN),3140,,,
GAD,8925,,,
HYPERTENSION (ESSENTIAL),8979,,,
DIMENTIA,8989,,,
FLATFEET,8994,,,
B/L KNEE PAIN/PFPS,8997,,,
CHRONIC LUMBAR STRAIN,8998,,,
HAY FEVER,9012,,,
2. BILATERAL HEARING LOSS,3140,,,
ADD BILATERAL HEARING LOSS,3140,,,
BILATERAL HEARING LOSS-ACOUSTIC TRAUMA,3140,,,
INCREASE LEFT EAR HEARING LOSS,3140,,,
REOPEN BILATERAL TINNITUS,3140,,,
RIGHT SHOULDER-INCREASE,9002,,,
S/C FOR BILATERAL TINNITUS,3140,,,
BILATERAL EAR CONDITION,3140,,,
POLYCYSTIC OVARIAN SYNDROME,8951,,,
DYSURIA,8975,,,
ERECTILE DYSFUNCTION SECONDARY TO DMII,8975,,,
THROMBOCYTOPENIA,8981,,,
PSYCHIATRIC CONDITION,8989,,,
SOCIAL ANXIETY,8989,,,
ARTHRITIS BOTH KNEES,8992,,,
LEFT THUMB INJURY,8995,,,
RIGHT HAND ARTHRITIS,8995,,,
ANEXITY,8989,,,
BACK CONDITION SECONDARY TO,8998,,,
BI-LATERAL KNEES,8997,,,
"DIABETES TYPE II,",8973,,,
ENTITLEMENT TO SERVICE CONNECTION FOR INDIVIDUAL UNEMPLOYABILITY.,6990,,,
HEADACHE INCREASE,9007,,,
HEARING LOSS REOPEN,3140,,,
HIGHBLOODPRESSURE,8979,,,
INCREASE DMII,8973,,,
KNEE PAIN CONDITION,8997,,,
LEFT KNEE CONDITION-INCREASE,8997,,,
BILATERAL HEARING LOSS DUE TO MOS,3140,,,
IU DUE TO PTSD,6990,,,
STENOSIS,8925,,,
GERD/ACID REFLUX,8968,,,
ERECTILE DYSFUNCITON,8975,,,
PULMONARY CONDITION,8979,,,
RIGHT ARM INJURY,8993,,,
"FOOT CONDITION, LEFT",8994,,,
RIGHT KNEE PATELLOFEMORAL SYNDROME,8997,,,
SHIN SPLINTS BILATERAL,8997,,,
BHL (ACOUSTIC TRAUMA),3140,,,
BILATERAL TINNITUS-NEW,3140,,,
ENTITLEMENT TO SERVICE CONNECTION FOR GERD.,8968,,,
HEARING LOSS DUE TO ACOUSTIC,3140,,,
"MEMORY LOSS,",8989,,,
NEW-BILATERAL HEARING LOSS,3140,,,
S/C RIGHT KNEE CONDITION,8997,,,
SC RIGHT KNEE,8997,,,
SERVICE CONNECTION FOR HEARING LOSS,3140,,,
HEARING LOSS LEFT,3140,,,
INDIVIDUAL UNEMPLOYABILITY.,6990,,,
WEAKNESS,8925,,,
ACID REFLEX,8968,,,
VISION PROBLEM,8974,,,
HYPERTENSION SECONDARY TO DMII,8979,,,
FLAT FOOT CONDITION,8994,,,
BILATERAL LEGS,8997,,,
LOWER BACK COND.,8998,,,
NERVES,9006,,,
DIFFICULTY BREATHING,9012,,,
FROST BITE,9016,,,
AND TINNITUS,3140,,,
SERVICE CONNECTION FOR HYPERTENSION,8979,,,
INDIVIDUAL UNEMPLOYMENT,6990,,,
PACE MAKER,8979,,,
RIGHT FOOT FRACTURE,8994,,,
L HIP,8996,,,
DEGENERATIVE DISC,8998,,,
LOWER BACK ISSUE,8998,,,
CERVICAL NECK,8999,,,
BILATERAL HEARING LOSS - REOPEN,3140,,,
HEMORRHOIDS INCREASE,8968,,,
ISCHEMIC HEART DISEASE (INCREASE),8979,,,
RIGHT KNEE CONDITION-INCREASE,8997,,,
"SLEEP APNEA OR SLEEPING DISORDERS,",9012,,,
TINNITUS DUE TO MOS,3140,,,
HL,3140,,,
ABDOMINAL CONDITION,8968,,,
RENAL DISEASE,8975,,,
RIGHT LOWER EXTREMITY RADICULOPATHY,8988,,,
PLANTAR FACITIS,8994,,,
RIGHT BIG TOE,8994,,,
BILATERAL HIP INJURY,8996,,,
LEG CRAMPS,8997,,,
LUMBAR DEGENERATIVE DISC DISEASE,8998,,,
JOINT DISEASE,9005,,,
CHRONIC HEADACHE,9007,,,
SEVERE OBSTRUCTIVE SLEEP APNEA,9012,,,
BI-LATERAL FOOT CONDITION,8994,,,
BILATERAL HEARIN GLOSS,3140,,,
DIABETES - INCREASE,8973,,,
HEARING LOSS (AT) - BILAT,3140,,,
LUMBOSACRAL STRAIN (INCREASE),8998,,,
MENTAL HEALTH CONDITION SEE ATTACHED,8989,,,
S/C FOR SLEEP APNEA,9012,,,
TINNITUS BOTH,3140,,,
RINGING IN LEFT EAR,3140,,,
INDIVIDUAL UNEMPLOYABILITY DUE TO PTSD,6990,,,
PALPITATIONS,8979,,,
MENTAL ISSUES,8989,,,
SOCIAL ANXIETY DISORDER,8989,,,
LEFT FOOT FRACTURE,8994,,,
LEFT SHOULDER SECONDARY TO RIGHT SHOULDER,9002,,,
NASAL CONDITION,9012,,,
ENTITLEMENT TO AN INCREASE FOR 9411 MENTAL DISORDERS ANXIETY DISORDERS POSTTRAUMATIC STRESS DISORDER,8989,,,
INCREASE FOR BACK,8998,,,
INDIVIDUAL UNEMPLOYABILIT,6990,,,
L WRIST CONDITION,9004,,,
LUMBAR STRAIN INCREASE,8998,,,
NEW BILATERAL TINNITUS,3140,,,
NEW CLAIM TINNITUS,3140,,,
NEW S/C DIS BILATERAL HEARING LOSS,3140,,,
R ELBOW,8993,,,
R HIP PAIN,8996,,,
AORTIC ANEURYSM,8926,,,
ACID REFLUX/GERD,8968,,,
IRRITABLE BOWEL,8968,,,
PHOTOPHOBIA,8989,,,
ARTHRITIS LOWER BACK,8992,,,
TBI WITH HEADACHES,9020,,,
(B) HEARING LOSS- ADD MIL NOISE,3140,,,
ARTERY DISEASE,8979,,,
"DIABETES MELLITUS TYPE II,",8973,,,
ENTITLEMENT TO SERVICE CONNECTION FOR 6847 - SLEEP APNEA SYNDROMES.,9012,,,
FASCIITIS,8994,,,
HEMORRHOIDS (INCREASE),8968,,,
HIGH BLOOD PREASURE,8925,,,
INCREASE-HEARING LOSS,3140,,,
LOWER BACK CONDITION (INCREASE),8998,,,
LT KNEE INJURY,8997,,,
NEW S/C DIS MENIERE'S DISEASE,8969,,,
S/C TINNITIS,3140,,,
SC LOWER BACK CONDITION,8998,,,
TINNITUS/AU,3140,,,
BILATERAL HEARING LOSS CONDITION,3140,,,
HYPERMETROPIA,8974,,,
VISION ISSUES,8974,,,
ANXEITY,8989,,,
GENERALIZED ANXIETY,8989,,,
ELBOW PAIN,8993,,,
BILATERAL SHIN CONDITION,8997,,,
MIDDLE BACK PAIN,8998,,,
SEBORRHEIC KERATOSIS,9016,,,
HEARING LOSS-BOTH,3140,,,
INCREASE HEART CONDITION,8979,,,
KNEE PAIN BOTH,8997,,,
TBI-INCREASE,9020,,,
TINNITUS HEARING LOSS,3140,,,
MYELODYSPLASTIC SYNDROME,8939,,,
CHRONIC GASTRITIS,8968,,,
LEFT LEG NUMBNESS,8988,,,
ARTHRITIS RIGHT HAND,8992,,,
LEG CONDITION,8997,,,
SEVERE MIGRAINES,9007,,,
ALOPECIA AREATA,9016,,,
TINEA CRURIS,9016,,,
B L HEARING LOSS,3140,,,
BILATERAL HEARING LOSS/,3140,,,
BL ANKLE CONDITION,8991,,,
CERVICAL SPINE INCREASE,8999,,,
"CORONARY ARTERY DISEASE,",8979,,,
DEGENERATIVE DISC DISEASE T2/3,8998,,,
"FATIGUE,",8976,,,
HEARING LOSS S/C,3140,,,
NEW-TINNITUS,3140,,,
SC LEFT KNEE CONDITION,8997,,,
SC-HEARING LOSS,3140,,,
TINNITUS RECONSIDERATION,3140,,,
CYST,8925,,,
LOW BLOOD PRESSURE,8925,,,
CHRONIC KIDNEY DISEASE STAGE 3,8975,,,
LYME DISEASE,8986,,,
WEIGHT GAIN,8986,,,
RIGHT ACHILLES TENDONITIS,8991,,,
HAND CONDITION,8995,,,
BILATERAL LEG CONDITIONS,8997,,,
BILATERAL LOWER EXTREMITY RADICULOPATHY,9006,,,
^ BILATERAL HEARING LOSS,3140,,,
"BILATERAL HEARING LOSS, AND",3140,,,
DEPRESSION (NEW),8989,,,
INCREASE RIGHT HIP,8996,,,
L SHOULDER INJURY,9002,,,
SC FOR BILATERAL TINNITUS,3140,,,
TINNITUS - ACOUSTIC TRAUMA,3140,,,
HEMORHOIDS,8968,,,
THYROID DISEASE,8973,,,
EYE CONDITIONS,8974,,,
IMPAIRED VISION,8974,,,
CHRONIC RIGHT ANKLE PAIN,8991,,,
LEFT KNEE DJD,8997,,,
BULGING DISC,8998,,,
CHRONIC ASTHMA,9012,,,
ENTITLEMENT TO SERVICE CONNECTION FOR LOWER BACK CONDITION.,8998,,,
HEARING LOSS - NEW,3140,,,
HEARING LOSS (BEGAN IN SERVICE AND STILL EXISTS TODAY),3140,,,
HEARING LOSS (BILATERAL)(DUE TO ACOUSTIC TRAUMA),3140,,,
L KNEE DJD,8997,,,
LEFT KNEE CONDITION - INCREASE,8997,,,
LEFT KNEE CONDITION SECONDARY,8997,,,
RT ANKLE INJURY,8991,,,
S/C HEARING LOSS DUE TO ACOUSTIC TRAUMA,3140,,,
TINNITUS (DUE TO ACOUSTIC TRAUMA),3140,,,
"VERTIGO,",8969,,,
HEARING LOSS- BILATERAL,3140,,,
LEFT ARM INJURY,8993,,,
B/L FOOT CONDITION,8994,,,
METATARSALGIA,8994,,,
BACK DISABILITY,8998,,,
LUMBAR SPINE DEGENERATIVE DISC DISEASE,8998,,,
BILATERAL LOWER NEUROPATHY,9006,,,
^SC BACK CONDITION,8998,,,
3. TINNITUS,3140,,,
B/L ANKLE COND,8991,,,
DEPRESSIVE DISORDER SECONDARY,8989,,,
ENTITLEMENT TO SERVICE CONNECTION FOR HEADACHES.,9007,,,
ERECTILE DYSFUNCTION DUE TO,8975,,,
"FLAT FEET,",8994,,,
HEARING LOSS CONDITION,3140,,,
INCREASE LEFT HIP,8996,,,
SC DIABETES,8973,,,
SC MIGRAINES,9007,,,
SECONDARY TO BACK CONDITION,8998,,,
SECONDARY TO RIGHT KNEE,8997,,,
SERVICE CONNECTED HEARING LOSS,3140,,,
BILATERAL HERAING LOSS,3140,,,
JAW PAIN,8967,,,
LOSS OF SENSE OF SMELL,8969,,,
THYROID PROBLEMS,8973,,,
BL ANKLES,8991,,,
LEFT KNEE PATELLOFEMORAL SYNDROME,8997,,,
RIGHT AND LEFT KNEE,8997,,,
LOWER BACK ARTHRITIS,8998,,,
LEFT SHOULDER ROTATOR CUFF,9002,,,
LEFT SHOULDER TENDONITIS,9002,,,
RIGHT WRIST FRACTURE,9004,,,
CHRONIC SINUSITUS,9012,,,
RHINITUS,9012,,,
RESIDUALS OF HEAD INJURY,9020,,,
INCREASE BILATERAL KNEE CONDITION,8997,,,
INCREASE ON HEARING LOSS,3140,,,
LOWER BACK CONDITION INITIAL,8998,,,
NEW S/C DIS OSA,9012,,,
PSYCHIATRIC/PSYCHOLOGICAL DISORDER 2ND TO,8989,,,
RIGHT KNEE CONDITION SECONDARY,8997,,,
SC ANXIETY,8989,,,
SECONDARY TO LEFT KNEE,8997,,,
GYNECOMASTIA,8925,,,
"ANXIETY, DEPRESSION",8989,,,
DYSTHYMIA,8989,,,
HYPERVIGILANCE,8989,,,
ELBOWS,8993,,,
RIGHT KNEE DEGENERATIVE JOINT DISEASE,8997,,,
RIGHT SHOULDER DISLOCATION,9002,,,
BACK - INCREASE,8998,,,
BILATERAL HEARING LOSS (RE-OPEN),3140,,,
BL PES PLANUS,8994,,,
DEPRESSION AND,8989,,,
HEARING LSOS,3140,,,
MENTAL HEALTH TO INCLUDE,8989,,,
PERIPHERAL NEUROPATHY OF THE,9006,,,
SC GERD,8968,,,
SLEEP APNEA SERVICE CONNECTED,9012,,,
TINNITUS (RINGING IN THE EARS),3140,,,
TEMPOROMANDIBULAR JOINT DISORDER,8967,,,
HERNIA REPAIR,8968,,,
DOUBLE VISION,8974,,,
UTI,8975,,,
"ANKLE CONDITION, RIGHT",8991,,,
ANKLE LEFT,8991,,,
R ANKLE PAIN,8991,,,
RIGHT ARM PAIN,8993,,,
RT KNEE PAIN,8997,,,
BILATERAL NEUROPATHY LOWER EXTREMITIES,9006,,,
PERIPHERAL NEUROPATHY BILATERAL LOWER,9006,,,
ALLERGIC RHINITIS (INCREASE),9012,,,
BACK (MID TO LOWER),8998,,,
BILATERAL HEARING LOSS WITH LOSS OF HEARING,3140,,,
DIABETES TYPE 2 INITIAL,8973,,,
ENTITLEMENT TO SERVICE CONNECTION FOR 6847 SLEEP APNEA SYNDROMES,9012,,,
SC FOR HEARING LOSS,3140,,,
SC HEARING LOSS BOTH EARS,3140,,,
SLEEP APNEA-,9012,,,
BILATERL HEARING LOSS,3140,,,
ABDOMINAL AORTIC ANEURYSM,8926,,,
TEETH GRINDING,8967,,,
BILATERAL CATARACTS,8974,,,
BENIGN PROSTATIC HYPERPLASIA,8975,,,
CONFUSION,8989,,,
HAMMER TOES,8994,,,
LUMBAR DISC DISEASE,8998,,,
MIDDLE BACK INJURY,8998,,,
SKIN LESIONS,9016,,,
BILATERAL HEARIGN LOSS,3140,,,
BL PLANTAR FASCIITIS,8994,,,
BLIND,8974,,,
DEPRESSION-NEW,8989,,,
ENTITLEMENT TO AN INCREASE FOR 6100 - HEARING LOSS.,3140,,,
LT ANKLE CONDITION,8991,,,
"MAJOR DEPRESSIVE DISORDER,",8989,,,
RECONSIDERATION FOR TINNITUS,3140,,,
SLEEP APNEA INCREASE,9012,,,
TINNITUS DUE TO A/T,3140,,,
HEARING LOSS - LEFT EAR,3140,,,
MDD,8925,,,
TEMPORARY 100 PERCENT,8925,,,
RECTAL CANCER,8932,,,
DM2,8973,,,
HYPOGLYCEMIA,8973,,,
LIGHT SENSITIVITY,8974,,,
BLOOD IN URINE,8975,,,
VASECTOMY,8975,,,
HEART TROUBLE,8979,,,
ACHILLES TENDONITIS,8991,,,
ARTHRITIS IN NECK,8992,,,
ARTHRITIS RIGHT SHOULDER,8992,,,
RT HIP CONDITION,8996,,,
HERNIATED DISK,8998,,,
LUMBAR SPINAL STENOSIS,8998,,,
THORACIC BACK CONDITION,8998,,,
GROIN INJURY,9005,,,
NERVE PAIN,9006,,,
RAZOR BUMPS,9016,,,
"BILATERAL FOOT CONDITION,",8994,,,
EAR,3140,,,
HEARING LOSS BILATERAL DUE TO ACOUSTIC TRA,3140,,,
HEARING LOSS-ACOUSTIC TRAUMA,3140,,,
HEARING LOSS-REOPEN,3140,,,
HYPERTENSION SECONDARY,8979,,,
INCREASE DIABETES MELLITUS,8973,,,
IR BILATERAL HEARING LOSS,3140,,,
REOPEN HYPERTENSION,8979,,,
S/C FOR HEARING LOSS,3140,,,
TINNITUS -,3140,,,
TINNITUS 2ND TO ACOUSTIC TRAUMA,3140,,,
TO RIGHT KNEE,8997,,,
ADD DEPENDENTS,8925,,,
CUE,8925,,,
RENAL CELL CARCINOMA,8935,,,
SLEEPING CONDITIONS,8989,,,
MIGRANE,9007,,,
EXERCISE INDUCED ASTHMA,9012,,,
SINUS HEADACHES,9012,,,
ATOPIC DERMATITIS,9016,,,
SCLERODERMA,9016,,,
ANIETY,8989,,,
BILAT SHIN SPLINTS,8997,,,
BILATERAL HEARING LOSS (DUE TO ACOUSTIC TRAUMA),3140,,,
BILATERAL HEARING LOSS LOSS OF HEARING,3140,,,
HEADACHES-INCREASE,9007,,,
INCREASE IN RIGHT KNEE,8997,,,
"RIGHT SHOULDER CONDITION,",9002,,,
S/C DIABETES,8973,,,
SLEEP APNEA (REOPEN),9012,,,
TO LEFT KNEE,8997,,,
HYPOTENSION,8925,,,
BILATERAL DRY EYE SYNDROME,8974,,,
BLEPHARITIS,8974,,,
AORTIC STENOSIS,8979,,,
GENITAL HERPES,8985,,,
DEPRESSION / ANXIETY,8989,,,
ANKLE RIGHT,8991,,,
BILATERAL ANKLE SPRAIN,8991,,,
"FOOT CONDITION, RIGHT",8994,,,
KNEE CONDITIONS,8997,,,
DDD LUMBAR SPINE,8998,,,
SPONDYLOLISTHESIS,8998,,,
CERVICAL SPINE PAIN,8999,,,
LEFT SHOULDER DISLOCATION,9002,,,
GROIN CONDITION,9005,,,
HEADACHES SECONDARY TO PTSD,9007,,,
CHRONIC SINUS CONDITION,9012,,,
LOSS OF USE OF A CREATIVE ORGAN,9018,,,
CFI RIGHT KNEE CONDITION,8997,,,
ENTITLEMENT TO AN INCREASE FOR 9411 - MENTAL DISORDERS ANXIETY DISORDERS POSTTRAUMATIC STRESS DISORDER.,8989,,,
GERD-INCREASE,8968,,,
HEMMROIDS,8968,,,
INCREASE ANXIETY DISORDER,8989,,,
INCREASE BHL,3140,,,
INDIVIDUAL UNEMPLOYABILITY - NEW,6990,,,
"NEUROPATHY,",9006,,,
OSTEO ARTHRITIS,8992,,,
RECONSIDERATION TINNITUS,3140,,,
SLEEP APENEA,8989,,,
TINNITUS B,3140,,,
TINNITUS INITIAL,3140,,,
HEARING LOSS (RIGHT EAR),3140,,,
HEARING LOSS RIGHT,3140,,,
RT EAR HEARING LOSS,3140,,,
INCREASED COMPENSATION BASED ON UNEMPLOYABILITY,6990,,,
CONVALESCENCE,8925,,,
DJD,8925,,,
RIGHT HAND NUMBNESS,8929,,,
DIZZYNESS,8969,,,
ERECTILE DYSFUNTION,8975,,,
KIDNEY ISSUES,8975,,,
URI,8975,,,
VARICOCELE,8975,,,
SCIATIC NERVE PAIN,8988,,,
PSYCHIATRIC DISORDER,8989,,,
SLEEPING CONDITION,8989,,,
ARTHRITIS BOTH HANDS,8992,,,
CHRONIC ATHLETES FOOT,8994,,,
LEFT PLANTAR FASCIITIS,8994,,,
R FOOT,8994,,,
RT FOOT,8994,,,
LEFT KNEE JOINT PAIN,8997,,,
BACK INJURIES,8998,,,
THORACOLUMBAR CONDITION,8998,,,
NEUROGENIC BLADDER,9007,,,
TOE NAIL FUNGUS,9016,,,
TOENAIL FUNGUS,9016,,,
HEARING LOSS/,3140,,,
INCREASE ISCHEMIC HEART DISEASE,8979,,,
L FOOT,8994,,,
L KNEE INSTABILITY,8997,,,
NERVE,9006,,,
NEW CLAIM FOR TINNITUS,3140,,,
R HAND,8995,,,
RIGHT KNEE CONDITION - INCREASE,8997,,,
TEMPORARY 100% DUE TO SURGERY,8925,,,
ABDOMINAL HERNIA,8968,,,
CIRRHOSIS,8968,,,
GASTROINTESTINAL ISSUES,8968,,,
GLAUCOMA SECONDARY TO DIABETES,8974,,,
FEET BILATERAL,8994,,,
OSTEOARTHRITIS LEFT KNEE,8997,,,
MYOFASCIAL PAIN SYNDROME,9001,,,
ARMS,9005,,,
BILATERAL LOWER PERIPHERAL NEUROPATHY,9006,,,
CARPAL TUNNEL LEFT HAND,9006,,,
NERVE CONDITION,9006,,,
CEPHALGIA,9007,,,
B/L HEARING,3140,,,
BILATERAL HEARING LOSS (ACOUSTICAL TRAUMA),3140,,,
BI-LATERAL HEARING LOST,3140,,,
CFI LEFT KNEE CONDITION,8997,,,
ENTITLEMENT TO SERVICE CONNECTION FOR BILATERAL HEARING LOSS,3140,,,
ENTITLEMENT TO SERVICE CONNECTION FOR SLEEP APNEA.,9012,,,
ERECTILE DYSFUNCTION-SECONDARY,8975,,,
HEARING LOSS &,3140,,,
HEART CONDITION (INCREASE),8979,,,
INCREASE FOR DIABETES,8973,,,
LEFT SHOULDER-INCREASE,9002,,,
"LOW BACK PAIN,",8998,,,
LOWER BACK CONDITION-NEW,8998,,,
NECK INCREASE,8999,,,
NEW - BILATERAL TINNITUS,3140,,,
PROSTRATE,8975,,,
"RIGHT HIP,",8996,,,
SC FOR HYPERTENSION,8979,,,
SC TINNITUS BOTH EARS,3140,,,
TINNITUS (B),3140,,,
TO BACK CONDITION,8998,,,
HIGH CHOLESTERAL,8925,,,
TONSILLECTOMY,8967,,,
PEPTIC ULCER DISEASE,8968,,,
MENIERES DISEASE,8969,,,
CORONARY ARTERIOSCLEROSIS,8979,,,
VERICOSE VEINS,8987,,,
SCIATICA NERVE,8988,,,
BILATERAL ANKLE INJURIES,8991,,,
RIGHT ANKLE ARTHRITIS,8991,,,
RIGHT FOREARM,8993,,,
LUMBOSACRAL SPINE,8998,,,
RESPIRATORY DISORDER,9012,,,
"(HYPERTENSION) HIGH BLOOD PRESSURE,",8979,,,
^SC MIGRAINES,9007,,,
1) BILATERAL HEARING LOSS,3140,,,
ASHTMA,9012,,,
BILATEARL KNEE CONDITION,8997,,,
B-TINNITUS,3140,,,
LOUD NOISE EXPOSURE,3140,,,
BILATERAL TINNITUS.,3140,,,
EARS RINGING,3140,,,
CELIAC DISEASE,8968,,,
THYROID DISORDER,8973,,,
CHRONIC PROSTATITIS,8975,,,
BIPOLAR CONDITION,8989,,,
RIGHT MIDDLE FINGER,8995,,,
(R) SHOULDER CONDITION,9002,,,
(L) SHOULDER,9002,,,
^SC LEFT KNEE CONDITION,8997,,,
GURD,8968,,,
HEARING LOSS -,3140,,,
I/R BILATERAL HEARING LOSS,3140,,,
L KNEE RPPS,8997,,,
"LEFT SHOULDER CONDITION,",9002,,,
LUMBOSACRAL STRAIN INCREASE,8998,,,
R ELBOW CONDITION,8993,,,
RIGHT SHOULDER (PAIN),9002,,,
SERVICE CONNECTION TINNITUS,3140,,,
CHRONIC HEMORRHOIDS,8968,,,
BOTH EYES,8974,,,
CHRONIC KIDNEY STONES,8975,,,
COGNITIVE IMPAIRMENT,8989,,,
HAND TREMORS,8995,,,
BOTH KNEE,8997,,,
KNEE ISSUES,8997,,,
RIGHT KNEE DJD,8997,,,
CHEST,9005,,,
LEFT HAND NUMBNESS,9006,,,
TRIGEMINAL NEURALGIA,9007,,,
^SC RIGHT KNEE CONDITION,8997,,,
BILATERAL BUZZING AND RINGING,3140,,,
BILATERAL HEARING LOSS (S/C),3140,,,
BILATERAL TINNITUS (RINGING IN THE EARS),3140,,,
"CERVICAL SPINE,",8999,,,
DEPRESSION DUE TO HEARING LOSS,3140,,,
FEET (BILATERAL),8994,,,
HEARIN LOSS,3140,,,
HEARING LOSS BI LATERAL,3140,,,
HYEPRTENSION,8979,,,
INCREASE IN LEFT KNEE CONDITION,8997,,,
INCREASE IN RIGHT KNEE CONDITION,8997,,,
LBP CONDITION,8925,,,
LOWER BACK CONDITION SECONDARY,8998,,,
"MENTAL HEALTH CONDITION, SEE ATTACHED",8989,,,
R KNEE INSTABILITY,8997,,,
R KNEE RPPS,8997,,,
SC INSOMNIA,8989,,,
SC LOW BACK CONDITION,8998,,,
SLEEP APNEA-INITIAL,9012,,,
HOMELESS,8925,,,
HYPERGLYCEMIA,8925,,,
